OID_,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
2941,12,099,007740,12099007740,77.40,Census Tract 77.40,G5020,S,3373946.000000000000000,23946.000000000000000,+26.3589749,-080.1963288
2942,12,099,007741,12099007741,77.41,Census Tract 77.41,G5020,S,3262488.000000000000000,0.000000000000000,+26.3587497,-080.1786947
2943,12,099,007743,12099007743,77.43,Census Tract 77.43,G5020,S,5234626.000000000000000,160834.000000000000000,+26.4089139,-080.1887281
2944,12,099,007749,12099007749,77.49,Census Tract 77.49,G5020,S,5866562.000000000000000,0.000000000000000,+26.4018054,-080.2121879
2945,12,099,007805,12099007805,78.05,Census Tract 78.05,G5020,S,28097278.000000000000000,355622.000000000000000,+26.9240608,-080.1715394
3001,12,099,980100,12099980100,9801,Census Tract 9801,G5020,S,52208804.000000000000000,0.000000000000000,+26.7756147,-080.1759150
3002,12,099,001909,12099001909,19.09,Census Tract 19.09,G5020,S,1310167.000000000000000,0.000000000000000,+26.7142048,-080.1150073
3052,12,099,007821,12099007821,78.21,Census Tract 78.21,G5020,S,5410412.000000000000000,0.000000000000000,+26.7509186,-080.2396602
3062,12,099,007823,12099007823,78.23,Census Tract 78.23,G5020,S,20830001.000000000000000,170617.000000000000000,+26.9255667,-080.2049076
3063,12,099,007830,12099007830,78.30,Census Tract 78.30,G5020,S,4579348.000000000000000,0.000000000000000,+26.8292937,-080.1415752
3082,12,099,004401,12099004401,44.01,Census Tract 44.01,G5020,S,1894633.000000000000000,27744.000000000000000,+26.6366087,-080.0630214
3083,12,099,005930,12099005930,59.30,Census Tract 59.30,G5020,S,2622035.000000000000000,0.000000000000000,+26.4766522,-080.1307584
3084,12,099,006700,12099006700,67,Census Tract 67,G5020,S,1643873.000000000000000,0.000000000000000,+26.4658098,-080.0824065
3085,12,099,007603,12099007603,76.03,Census Tract 76.03,G5020,S,1740537.000000000000000,5308.000000000000000,+26.3559042,-080.1092486
3086,12,099,007742,12099007742,77.42,Census Tract 77.42,G5020,S,2544333.000000000000000,0.000000000000000,+26.3977405,-080.1874583
3087,12,099,001600,12099001600,16,Census Tract 16,G5020,S,1041913.000000000000000,241006.000000000000000,+26.7577360,-080.0548826
3088,12,099,002200,12099002200,22,Census Tract 22,G5020,S,848165.000000000000000,0.000000000000000,+26.7305347,-080.0606673
3089,12,099,008101,12099008101,81.01,Census Tract 81.01,G5020,S,92915262.000000000000000,0.000000000000000,+26.7302019,-080.6509221
3090,12,099,001911,12099001911,19.11,Census Tract 19.11,G5020,S,648753.000000000000000,29105.000000000000000,+26.7114834,-080.1214536
3091,12,099,007763,12099007763,77.63,Census Tract 77.63,G5020,S,5190452.000000000000000,58651.000000000000000,+26.6648741,-080.2114256
3092,12,099,004601,12099004601,46.01,Census Tract 46.01,G5020,S,1947979.000000000000000,58887.000000000000000,+26.6276175,-080.1029721
3093,12,099,000202,12099000202,2.02,Census Tract 2.02,G5020,S,3429831.000000000000000,915640.000000000000000,+26.9409545,-080.1065114
3140,12,099,007759,12099007759,77.59,Census Tract 77.59,G5020,S,26821188.000000000000000,43888.000000000000000,+26.6187629,-080.2577863
3141,12,099,006402,12099006402,64.02,Census Tract 64.02,G5020,S,1753196.000000000000000,450836.000000000000000,+26.4342793,-080.0677787
3142,12,099,007764,12099007764,77.64,Census Tract 77.64,G5020,S,2499624.000000000000000,0.000000000000000,+26.6209061,-080.1890546
3143,12,099,007813,12099007813,78.13,Census Tract 78.13,G5020,S,5413471.000000000000000,53471.000000000000000,+26.6914941,-080.2075798
3146,12,099,008102,12099008102,81.02,Census Tract 81.02,G5020,S,2254130.000000000000000,27832.000000000000000,+26.7220017,-080.6780740
3147,12,099,008201,12099008201,82.01,Census Tract 82.01,G5020,S,1173006.000000000000000,0.000000000000000,+26.6867976,-080.6785674
3148,12,099,008202,12099008202,82.02,Census Tract 82.02,G5020,S,925852.000000000000000,0.000000000000000,+26.6812553,-080.6755362
3149,12,099,008203,12099008203,82.03,Census Tract 82.03,G5020,S,47929650.000000000000000,0.000000000000000,+26.6458764,-080.6366385
3150,12,099,000408,12099000408,4.08,Census Tract 4.08,G5020,S,2996117.000000000000000,1129397.000000000000000,+26.9205335,-080.0712689
3151,12,099,000904,12099000904,9.04,Census Tract 9.04,G5020,S,4275958.000000000000000,290971.000000000000000,+26.8301824,-080.1144241
3152,12,099,001700,12099001700,17,Census Tract 17,G5020,S,1742125.000000000000000,356195.000000000000000,+26.7444973,-080.0535789
3388,12,099,006007,12099006007,60.07,Census Tract 60.07,G5020,S,2523135.000000000000000,0.000000000000000,+26.5203635,-080.0984030
3389,12,099,001907,12099001907,19.07,Census Tract 19.07,G5020,S,6930218.000000000000000,170291.000000000000000,+26.7451143,-080.1270377
3390,12,099,007301,12099007301,73.01,Census Tract 73.01,G5020,S,2594407.000000000000000,439989.000000000000000,+26.4032177,-080.0718340
3412,12,099,000218,12099000218,2.18,Census Tract 2.18,G5020,S,2619025.000000000000000,0.000000000000000,+26.8510873,-080.1099154
3413,12,099,004204,12099004204,42.04,Census Tract 42.04,G5020,S,697875.000000000000000,0.000000000000000,+26.6441257,-080.1084227
3414,12,099,005958,12099005958,59.58,Census Tract 59.58,G5020,S,1320881.000000000000000,0.000000000000000,+26.4318144,-080.1261530
3415,12,099,007847,12099007847,78.47,Census Tract 78.47,G5020,S,79725579.000000000000000,6737.000000000000000,+26.9237037,-080.2672516
3416,12,099,007421,12099007421,74.21,Census Tract 74.21,G5020,S,2405144.000000000000000,3167242.000000000000000,+26.3631809,-080.0690673
3417,12,099,003512,12099003512,35.12,Census Tract 35.12,G5020,S,1133944.000000000000000,825061.000000000000000,+26.7159182,-080.0394691
3418,12,099,007619,12099007619,76.19,Census Tract 76.19,G5020,S,776285.000000000000000,0.000000000000000,+26.3636304,-080.1081070
3419,12,099,007620,12099007620,76.20,Census Tract 76.20,G5020,S,1364977.000000000000000,0.000000000000000,+26.3611693,-080.1116650
3420,12,099,007012,12099007012,70.12,Census Tract 70.12,G5020,S,7716686.000000000000000,43887.000000000000000,+26.3970085,-080.1072385
3425,12,099,000513,12099000513,5.13,Census Tract 5.13,G5020,S,1195589.000000000000000,1092409.000000000000000,+26.7772518,-080.0371139
3426,12,099,001920,12099001920,19.20,Census Tract 19.20,G5020,S,1313479.000000000000000,8197.000000000000000,+26.7290193,-080.1161598
3427,12,099,005412,12099005412,54.12,Census Tract 54.12,G5020,S,2082701.000000000000000,4805500.000000000000000,+26.5600698,-080.0421175
3428,12,099,005704,12099005704,57.04,Census Tract 57.04,G5020,S,531965.000000000000000,0.000000000000000,+26.5518039,-080.0608055
3429,12,099,005703,12099005703,57.03,Census Tract 57.03,G5020,S,865564.000000000000000,0.000000000000000,+26.5555085,-080.0643787
3430,12,099,003513,12099003513,35.13,Census Tract 35.13,G5020,S,1436143.000000000000000,859239.000000000000000,+26.7063558,-080.0387631
3431,12,099,007622,12099007622,76.22,Census Tract 76.22,G5020,S,2337477.000000000000000,0.000000000000000,+26.3625981,-080.1306961
3432,12,099,005413,12099005413,54.13,Census Tract 54.13,G5020,S,546300.000000000000000,2418705.000000000000000,+26.6042153,-080.0375315
3433,12,099,003514,12099003514,35.14,Census Tract 35.14,G5020,S,3582886.000000000000000,9418924.000000000000000,+26.6614253,-080.0379915
3434,12,099,007624,12099007624,76.24,Census Tract 76.24,G5020,S,2690625.000000000000000,0.000000000000000,+26.3350952,-080.1618898
3435,12,099,007205,12099007205,72.05,Census Tract 72.05,G5020,S,2197353.000000000000000,0.000000000000000,+26.3595427,-080.0921261
3436,12,099,004206,12099004206,42.06,Census Tract 42.06,G5020,S,348958.000000000000000,0.000000000000000,+26.6456209,-080.1001441
3437,12,099,007841,12099007841,78.41,Census Tract 78.41,G5020,S,3420593.000000000000000,0.000000000000000,+26.7169971,-080.2254492
3438,12,099,007848,12099007848,78.48,Census Tract 78.48,G5020,S,27179959.000000000000000,0.000000000000000,+26.7142327,-080.3326174
3439,12,099,007845,12099007845,78.45,Census Tract 78.45,G5020,S,5208540.000000000000000,11129.000000000000000,+26.7513732,-080.2538613
3440,12,099,007843,12099007843,78.43,Census Tract 78.43,G5020,S,2958442.000000000000000,444584.000000000000000,+26.7193515,-080.1434022
3441,12,099,007915,12099007915,79.15,Census Tract 79.15,G5020,S,19907747.000000000000000,143326.000000000000000,+26.8519762,-080.2839376
3442,12,099,007842,12099007842,78.42,Census Tract 78.42,G5020,S,8663606.000000000000000,843258.000000000000000,+26.7360781,-080.1507818
3443,12,099,001921,12099001921,19.21,Census Tract 19.21,G5020,S,2178347.000000000000000,0.000000000000000,+26.7480048,-080.1135469
3444,12,099,001919,12099001919,19.19,Census Tract 19.19,G5020,S,1463631.000000000000000,90464.000000000000000,+26.7433848,-080.1075945
3445,12,099,001918,12099001918,19.18,Census Tract 19.18,G5020,S,2086213.000000000000000,309986.000000000000000,+26.7394382,-080.0960327
3446,12,099,007846,12099007846,78.46,Census Tract 78.46,G5020,S,41340850.000000000000000,140778.000000000000000,+26.8386947,-080.2376098
3447,12,099,007840,12099007840,78.40,Census Tract 78.40,G5020,S,1498290.000000000000000,0.000000000000000,+26.7316628,-080.2235824
3448,12,099,000221,12099000221,2.21,Census Tract 2.21,G5020,S,4656681.000000000000000,53855.000000000000000,+26.8942825,-080.1150334
3449,12,099,004820,12099004820,48.20,Census Tract 48.20,G5020,S,819147.000000000000000,0.000000000000000,+26.5969895,-080.1367106
3450,12,099,004821,12099004821,48.21,Census Tract 48.21,G5020,S,1314735.000000000000000,0.000000000000000,+26.5966044,-080.1431497
3451,12,099,007774,12099007774,77.74,Census Tract 77.74,G5020,S,38940847.000000000000000,0.000000000000000,+26.4481523,-080.1998339
3452,12,099,005960,12099005960,59.60,Census Tract 59.60,G5020,S,3169277.000000000000000,0.000000000000000,+26.5812222,-080.1647957
3453,12,099,007770,12099007770,77.70,Census Tract 77.70,G5020,S,2655649.000000000000000,0.000000000000000,+26.6144399,-080.2291027
3454,12,099,000216,12099000216,2.16,Census Tract 2.16,G5020,S,1403266.000000000000000,0.000000000000000,+26.9183198,-080.1063720
3455,12,099,007766,12099007766,77.66,Census Tract 77.66,G5020,S,1420392.000000000000000,0.000000000000000,+26.3372494,-080.1925598
3456,12,099,004205,12099004205,42.05,Census Tract 42.05,G5020,S,1936011.000000000000000,58182.000000000000000,+26.6358076,-080.0983517
3457,12,099,007917,12099007917,79.17,Census Tract 79.17,G5020,S,2248360401.000000000000000,340015.000000000000000,+26.6026534,-080.5792713
3458,12,099,006302,12099006302,63.02,Census Tract 63.02,G5020,S,2157458.000000000000000,0.000000000000000,+26.5005865,-080.0707271
3459,12,099,000512,12099000512,5.12,Census Tract 5.12,G5020,S,997830.000000000000000,881137.000000000000000,+26.7906024,-080.0407542
3460,12,099,007208,12099007208,72.08,Census Tract 72.08,G5020,S,918755.000000000000000,0.000000000000000,+26.4068133,-080.0808408
3461,12,099,007204,12099007204,72.04,Census Tract 72.04,G5020,S,911568.000000000000000,0.000000000000000,+26.3459027,-080.0930604
3462,12,099,007849,12099007849,78.49,Census Tract 78.49,G5020,S,5345384.000000000000000,0.000000000000000,+26.6974346,-080.3540554
3463,12,099,005959,12099005959,59.59,Census Tract 59.59,G5020,S,2801632.000000000000000,0.000000000000000,+26.4706792,-080.1407533
3464,12,099,007918,12099007918,79.18,Census Tract 79.18,G5020,S,7729164.000000000000000,13161.000000000000000,+26.7740354,-080.2364148
3465,12,099,004822,12099004822,48.22,Census Tract 48.22,G5020,S,2947004.000000000000000,0.000000000000000,+26.6041640,-080.1517939
3466,12,099,000220,12099000220,2.20,Census Tract 2.20,G5020,S,2843144.000000000000000,0.000000000000000,+26.9036952,-080.1195909
3467,12,099,003802,12099003802,38.02,Census Tract 38.02,G5020,S,3963781.000000000000000,175770.000000000000000,+26.6714963,-080.0985614
3468,12,099,004207,12099004207,42.07,Census Tract 42.07,G5020,S,991832.000000000000000,5832.000000000000000,+26.6445285,-080.0931028
3469,12,099,004823,12099004823,48.23,Census Tract 48.23,G5020,S,2306820.000000000000000,0.000000000000000,+26.5963488,-080.1648695
3470,12,099,005821,12099005821,58.21,Census Tract 58.21,G5020,S,5076384.000000000000000,97765.000000000000000,+26.5644818,-080.0801713
3471,12,099,002703,12099002703,27.03,Census Tract 27.03,G5020,S,396904.000000000000000,0.000000000000000,+26.7107957,-080.0536543
3472,12,099,002701,12099002701,27.01,Census Tract 27.01,G5020,S,329903.000000000000000,365473.000000000000000,+26.7116948,-080.0501085
3473,12,099,000805,12099000805,8.05,Census Tract 8.05,G5020,S,2730005.000000000000000,87255.000000000000000,+26.8225398,-080.0781228
3474,12,099,005957,12099005957,59.57,Census Tract 59.57,G5020,S,1647038.000000000000000,0.000000000000000,+26.4485442,-080.1265186
3475,12,099,006606,12099006606,66.06,Census Tract 66.06,G5020,S,6159523.000000000000000,0.000000000000000,+26.4912697,-080.1005001
3476,12,099,006607,12099006607,66.07,Census Tract 66.07,G5020,S,3511101.000000000000000,100172.000000000000000,+26.4767118,-080.0989003
3477,12,099,007914,12099007914,79.14,Census Tract 79.14,G5020,S,11496140.000000000000000,0.000000000000000,+26.7960758,-080.2777442
3478,12,099,005820,12099005820,58.20,Census Tract 58.20,G5020,S,2517051.000000000000000,0.000000000000000,+26.5646845,-080.0977852
3479,12,099,006301,12099006301,63.01,Census Tract 63.01,G5020,S,1069790.000000000000000,91674.000000000000000,+26.5001150,-080.0610553
3480,12,099,003801,12099003801,38.01,Census Tract 38.01,G5020,S,2373583.000000000000000,204063.000000000000000,+26.6668055,-080.0756550
3481,12,099,005819,12099005819,58.19,Census Tract 58.19,G5020,S,1396751.000000000000000,0.000000000000000,+26.5643982,-080.1097716
3482,12,099,005818,12099005818,58.18,Census Tract 58.18,G5020,S,1825774.000000000000000,23830.000000000000000,+26.5439053,-080.0791592
3483,12,099,002702,12099002702,27.02,Census Tract 27.02,G5020,S,969999.000000000000000,535212.000000000000000,+26.6984269,-080.0512223
3484,12,099,007621,12099007621,76.21,Census Tract 76.21,G5020,S,1205222.000000000000000,0.000000000000000,+26.3628308,-080.1448316
3485,12,099,007623,12099007623,76.23,Census Tract 76.23,G5020,S,1450418.000000000000000,0.000000000000000,+26.3463461,-080.1620954
3486,12,099,007013,12099007013,70.13,Census Tract 70.13,G5020,S,5302692.000000000000000,74995.000000000000000,+26.4178440,-080.1124376
3487,12,099,000103,12099000103,1.03,Census Tract 1.03,G5020,S,2231968.000000000000000,1099070.000000000000000,+26.9617950,-080.1120360
3488,12,099,007916,12099007916,79.16,Census Tract 79.16,G5020,S,9547017.000000000000000,0.000000000000000,+26.7809769,-080.3122127
3489,12,099,007913,12099007913,79.13,Census Tract 79.13,G5020,S,6162559.000000000000000,0.000000000000000,+26.7722840,-080.2818687
3490,12,099,000217,12099000217,2.17,Census Tract 2.17,G5020,S,3344031.000000000000000,198760.000000000000000,+26.9218081,-080.1199291
4115,12,099,001916,12099001916,19.16,Census Tract 19.16,G5020,S,1757852.000000000000000,229463.000000000000000,+26.7245523,-080.0954250
4116,12,099,001917,12099001917,19.17,Census Tract 19.17,G5020,S,2665250.000000000000000,156098.000000000000000,+26.7130986,-080.1014144
4117,12,099,002005,12099002005,20.05,Census Tract 20.05,G5020,S,2302206.000000000000000,54021.000000000000000,+26.7108721,-080.0879982
4124,12,099,000204,12099000204,2.04,Census Tract 2.04,G5020,S,3021201.000000000000000,0.000000000000000,+26.9298713,-080.1182736
4131,12,099,000210,12099000210,2.10,Census Tract 2.10,G5020,S,7927097.000000000000000,0.000000000000000,+26.9457671,-080.1431423
4132,12,099,000211,12099000211,2.11,Census Tract 2.11,G5020,S,4742022.000000000000000,1043259.000000000000000,+26.9547079,-080.1260667
4133,12,099,000702,12099000702,7.02,Census Tract 7.02,G5020,S,1545739.000000000000000,216025.000000000000000,+26.8152823,-080.0654890
4134,12,099,000902,12099000902,9.02,Census Tract 9.02,G5020,S,2233936.000000000000000,60272.000000000000000,+26.8273793,-080.0960888
4135,12,099,000903,12099000903,9.03,Census Tract 9.03,G5020,S,2947262.000000000000000,135400.000000000000000,+26.8140487,-080.0959880
4165,12,099,007814,12099007814,78.14,Census Tract 78.14,G5020,S,3584528.000000000000000,122232.000000000000000,+26.8313896,-080.1582482
4166,12,099,005944,12099005944,59.44,Census Tract 59.44,G5020,S,669615.000000000000000,0.000000000000000,+26.4432643,-080.1422630
4167,12,099,007820,12099007820,78.20,Census Tract 78.20,G5020,S,5282087.000000000000000,0.000000000000000,+26.7509070,-080.2232820
4168,12,099,005943,12099005943,59.43,Census Tract 59.43,G5020,S,635638.000000000000000,0.000000000000000,+26.4422972,-080.1346775
4169,12,099,005942,12099005942,59.42,Census Tract 59.42,G5020,S,2719594.000000000000000,0.000000000000000,+26.4316302,-080.1383337
4170,12,099,007206,12099007206,72.06,Census Tract 72.06,G5020,S,1761896.000000000000000,6301.000000000000000,+26.4183109,-080.0858562
4171,12,099,007207,12099007207,72.07,Census Tract 72.07,G5020,S,1502333.000000000000000,0.000000000000000,+26.4015874,-080.0876768
4172,12,099,005961,12099005961,59.61,Census Tract 59.61,G5020,S,1998210.000000000000000,0.000000000000000,+26.5811744,-080.1514594
4173,12,099,007831,12099007831,78.31,Census Tract 78.31,G5020,S,11772894.000000000000000,0.000000000000000,+26.7860197,-080.1401178
4174,12,099,007832,12099007832,78.32,Census Tract 78.32,G5020,S,2907692.000000000000000,17471.000000000000000,+26.7026592,-080.1543638
4175,12,099,007844,12099007844,78.44,Census Tract 78.44,G5020,S,13670615.000000000000000,716268.000000000000000,+26.7140793,-080.2522225
4176,12,099,007919,12099007919,79.19,Census Tract 79.19,G5020,S,11151812.000000000000000,0.000000000000000,+26.7960331,-080.2453042
4177,12,099,007767,12099007767,77.67,Census Tract 77.67,G5020,S,1055326.000000000000000,0.000000000000000,+26.3381327,-080.1997728
4180,12,099,007833,12099007833,78.33,Census Tract 78.33,G5020,S,6310106.000000000000000,115717.000000000000000,+26.6953643,-080.1722125
4181,12,099,007834,12099007834,78.34,Census Tract 78.34,G5020,S,4672066.000000000000000,0.000000000000000,+26.8725745,-080.1429441
4182,12,099,001913,12099001913,19.13,Census Tract 19.13,G5020,S,829732.000000000000000,137166.000000000000000,+26.7109756,-080.1309813
4183,12,099,003600,12099003600,36,Census Tract 36,G5020,S,2958411.000000000000000,820610.000000000000000,+26.6562155,-080.0505830
4184,12,099,005815,12099005815,58.15,Census Tract 58.15,G5020,S,2689200.000000000000000,0.000000000000000,+26.5782101,-080.1038936
4185,12,099,007010,12099007010,70.10,Census Tract 70.10,G5020,S,3089041.000000000000000,17041.000000000000000,+26.3831679,-080.1676878
4186,12,099,000102,12099000102,1.02,Census Tract 1.02,G5020,S,2888113.000000000000000,2101649.000000000000000,+26.9576173,-080.0812208
4187,12,099,000208,12099000208,2.08,Census Tract 2.08,G5020,S,3949677.000000000000000,0.000000000000000,+26.8614593,-080.1003196
4188,12,099,000213,12099000213,2.13,Census Tract 2.13,G5020,S,3646748.000000000000000,105003.000000000000000,+26.9239938,-080.1387189
4817,12,099,990100,12099990100,9901,Census Tract 9901,G5020,S,0.000000000000000,553739160.000000000000000,+26.8563572,-080.7712455
4902,12,099,980500,12099980500,9805,Census Tract 9805,G5020,S,6117916.000000000000000,184935.000000000000000,+26.6837236,-080.0944899
5028,12,099,001004,12099001004,10.04,Census Tract 10.04,G5020,S,5407572.000000000000000,196551.000000000000000,+26.7906349,-080.0988906
5029,12,099,001101,12099001101,11.01,Census Tract 11.01,G5020,S,3077448.000000000000000,35127.000000000000000,+26.8011542,-080.0656604
5030,12,099,001200,12099001200,12,Census Tract 12,G5020,S,1940573.000000000000000,334340.000000000000000,+26.7875272,-080.0574033
5031,12,099,001302,12099001302,13.02,Census Tract 13.02,G5020,S,1613458.000000000000000,0.000000000000000,+26.7866727,-080.0745935
5032,12,099,001402,12099001402,14.02,Census Tract 14.02,G5020,S,3643799.000000000000000,75715.000000000000000,+26.7585975,-080.0738496
5033,12,099,001403,12099001403,14.03,Census Tract 14.03,G5020,S,2091458.000000000000000,25915.000000000000000,+26.7665763,-080.0757493
5034,12,099,007011,12099007011,70.11,Census Tract 70.11,G5020,S,3840688.000000000000000,0.000000000000000,+26.3808924,-080.1533738
5035,12,099,007410,12099007410,74.10,Census Tract 74.10,G5020,S,1368025.000000000000000,1155387.000000000000000,+26.4637130,-080.0588341
5036,12,099,007412,12099007412,74.12,Census Tract 74.12,G5020,S,1131074.000000000000000,1493554.000000000000000,+26.4439032,-080.0600356
5037,12,099,007414,12099007414,74.14,Census Tract 74.14,G5020,S,761586.000000000000000,1703450.000000000000000,+26.4116214,-080.0643524
5064,12,099,007835,12099007835,78.35,Census Tract 78.35,G5020,S,9669274.000000000000000,25678.000000000000000,+26.8513974,-080.1525231
5073,12,099,007009,12099007009,70.09,Census Tract 70.09,G5020,S,2986502.000000000000000,0.000000000000000,+26.3741343,-080.1323735
5074,12,099,007100,12099007100,71,Census Tract 71,G5020,S,4997661.000000000000000,0.000000000000000,+26.3757266,-080.1049870
5077,12,099,007202,12099007202,72.02,Census Tract 72.02,G5020,S,3557844.000000000000000,82446.000000000000000,+26.3827610,-080.0897512
5078,12,099,007302,12099007302,73.02,Census Tract 73.02,G5020,S,3124914.000000000000000,437583.000000000000000,+26.3813599,-080.0770228
5079,12,099,007407,12099007407,74.07,Census Tract 74.07,G5020,S,628472.000000000000000,245947.000000000000000,+26.3993715,-080.0681980
5080,12,099,007501,12099007501,75.01,Census Tract 75.01,G5020,S,2097043.000000000000000,177135.000000000000000,+26.3592571,-080.0802249
5081,12,099,007604,12099007604,76.04,Census Tract 76.04,G5020,S,3777530.000000000000000,67376.000000000000000,+26.3431299,-080.1077162
5082,12,099,007605,12099007605,76.05,Census Tract 76.05,G5020,S,2710647.000000000000000,213511.000000000000000,+26.3325701,-080.1048517
5098,12,099,006801,12099006801,68.01,Census Tract 68.01,G5020,S,3035533.000000000000000,0.000000000000000,+26.4491347,-080.0841675
5099,12,099,006906,12099006906,69.06,Census Tract 69.06,G5020,S,3143258.000000000000000,23136.000000000000000,+26.4311714,-080.0809957
5100,12,099,006907,12099006907,69.07,Census Tract 69.07,G5020,S,4102090.000000000000000,11374.000000000000000,+26.4500845,-080.1139080
5101,12,099,006908,12099006908,69.08,Census Tract 69.08,G5020,S,2496425.000000000000000,19572.000000000000000,+26.4418896,-080.1143360
5102,12,099,006909,12099006909,69.09,Census Tract 69.09,G5020,S,1910502.000000000000000,0.000000000000000,+26.4629671,-080.1146387
5103,12,099,006910,12099006910,69.10,Census Tract 69.10,G5020,S,1867599.000000000000000,5577.000000000000000,+26.4649100,-080.1019925
5125,12,099,006911,12099006911,69.11,Census Tract 69.11,G5020,S,1479277.000000000000000,83304.000000000000000,+26.4331689,-080.0946910
5126,12,099,006912,12099006912,69.12,Census Tract 69.12,G5020,S,3579567.000000000000000,53368.000000000000000,+26.4315089,-080.1088616
5127,12,099,007006,12099007006,70.06,Census Tract 70.06,G5020,S,4138344.000000000000000,0.000000000000000,+26.4017339,-080.1338440
5128,12,099,007008,12099007008,70.08,Census Tract 70.08,G5020,S,4113213.000000000000000,0.000000000000000,+26.3866910,-080.1348088
